594-604nm,620-645nm,650-670nm,850nm,Sleep
15934.02264612519,14281.644301650873,4291.243243311986,17076.54682450492,1.0
13101.852646840143,21538.91364374863,7649.390526844566,17727.967409888188,0.0
12791.674344636041,20760.08659645366,8368.186559031963,18859.936567525394,0.0
14184.699192704578,20001.886572883424,9915.692120419999,18551.27823557648,0.0
13826.715113134685,21106.866397064456,7246.167913734285,17953.98940190182,0.0
11960.064594827389,20921.45817701193,6495.266790261692,18060.686139108308,0.0
14224.749611057356,14684.897160567743,4847.766592758404,17511.003542436403,1.0
12454.478748134341,20193.45000624444,8768.634265047222,18716.392779923997,0.0
12461.352215901936,21246.666166698637,7284.856723387966,18651.330372808177,0.0
14940.785740865978,14788.804528309205,5414.840454391195,16742.783428844952,1.0
15921.810700608628,15443.222410087114,5554.135488713293,15941.709063450231,1.0
13349.75422497206,19639.86989508691,7743.8532377912215,16904.52921099069,0.0
13148.388021619223,21909.42879399981,7718.790916799038,18420.860423909886,0.0
15630.06358149199,15978.304737204591,4496.663905756319,19331.89964272995,1.0
14178.303033683296,22107.174393505484,8038.990763707043,17712.430153735535,0.0
15297.549557790984,14644.235080846685,3483.9265482238216,18541.846976689303,1.0
14036.42772930216,13913.055853809501,4407.635191157795,16599.82885490363,1.0
12764.278383486275,21864.15725130826,8179.813708092742,18822.966859118602,0.0
12854.449930056888,20624.90575921148,7119.687131412848,16839.640350575253,0.0
12776.687957583285,20373.55800221919,6900.026291254214,17399.73158956217,0.0
13038.265681723802,15853.049030098166,6458.016132432342,18018.60422732572,1.0
15084.591491598841,16511.665785345973,6563.132306962411,16760.71733944865,1.0
15615.490988392394,14325.788303959323,5866.713287416689,16708.59423234621,1.0
13580.775743153576,19262.850620066416,8273.151108395587,17788.639579880157,0.0
14124.683617353545,13958.345603562795,4101.259816386773,16750.482108733635,1.0
13041.570488115394,14219.463362943308,6798.380183121639,16579.700581077246,1.0
12075.267712783581,21070.621870205578,9106.493845055842,19681.160204028398,0.0
12613.738131220878,19855.44294493541,6869.222668601871,18984.61701117487,0.0
11575.203139592179,20119.161691670783,6889.259020296753,17428.040839713103,0.0
13645.960884442742,18549.499332127823,7467.486913111219,15881.648413233224,0.0
13695.586504676412,20567.500458388633,7361.754713316605,17632.268045004395,0.0
13998.477326010088,18404.385304777887,8041.203756445225,18394.268240394733,0.0
14255.300411677865,19570.81559397919,8911.221340702485,17497.47276681243,0.0
12574.618654049942,21680.865564201453,8640.54707185064,18107.804144687972,0.0
12447.263823837358,20652.060620425313,8550.980197067729,19478.411594147045,0.0
12979.631115433882,20532.517051763603,8491.634765975024,18357.92816563042,0.0
13095.645979679226,14086.101852805725,4877.082540674999,15992.378055961228,1.0
12760.230324107364,19176.026835809782,9011.302337184214,20017.513292386233,0.0
15521.049304398592,16074.687483178921,4730.857253168265,18040.0701836856,1.0
14780.876015289537,13144.407202431437,4853.886317356406,14784.937658539016,1.0
15334.71868587864,14350.716305290456,5831.20062061157,17484.32808207971,1.0
11676.676905923186,19275.678144484795,6943.147224668453,19030.67418582277,0.0
14467.917191426552,14514.424638839753,5135.589174233482,15629.358381231334,1.0
13746.748802435653,20401.876328700855,7347.120667855342,17162.87110903021,0.0
17122.324662629122,15865.427860281314,5202.574908784648,16829.378508396007,1.0
14991.979728790551,21205.794949525305,8070.739655913692,18753.618144711156,0.0
14961.759089510602,15488.138978752031,5331.908055703,15866.759202128085,1.0
17377.585838239094,16322.657756633556,3952.9092931885725,17779.194677092084,1.0
12262.75332429833,20447.128552090817,8474.072212151419,16370.488383748743,0.0
12658.667362202736,19308.617487533775,7055.061970534523,16275.32581837666,0.0
13146.995765133266,20236.14678329059,8365.324940286093,18029.386276871603,0.0
14568.816705345562,14877.159392012705,4963.789515208774,16425.940812562032,1.0
14321.07437708135,15127.45038579488,4164.396253554901,15350.489247363892,1.0
13568.535775509816,14589.63076069313,5785.411751181014,17208.645398287063,1.0
14163.804101111917,14452.820270568594,5219.486958743979,16477.731516415446,1.0
10233.453445705689,20192.227617503588,9351.85242772436,16944.395963533854,0.0
14114.94400847662,20589.748799230438,7838.368905330972,17494.383282790488,0.0
15492.60021515538,15851.056487820362,4905.639029243407,16015.005387728857,1.0
13175.665497890755,21133.534837091494,8279.966386156784,17403.36705807401,0.0
16911.750696226605,16882.6725559096,3922.339887075952,17379.00093492864,1.0
13144.691308406675,21335.385661375298,8712.325651282206,20012.623863126508,0.0
13842.292117501274,15144.774049000765,5536.367516195936,16386.340703587568,1.0
12921.418687089332,19424.47668440978,6660.2859120753155,19290.049734485758,0.0
14698.744914287094,12588.891286469154,5768.76394716222,17506.62161667424,1.0
13280.905936117319,19080.494385975453,7187.015479479709,19235.315460727903,0.0
13995.520818349172,19725.264991325952,8910.472363823888,19699.692307040288,0.0
14047.921091068149,20128.79715723648,6872.982423494883,18116.245736465324,0.0
13213.033632329729,22322.48971769659,8125.314320079038,18838.650659216775,0.0
12185.634704816946,14558.441004576936,3922.9524769536556,17342.930777097103,1.0
12851.130151752479,21658.06856589148,9097.95914770824,17625.05597396559,0.0
14753.856342985919,16522.239684172393,3669.8171999256474,17366.78515299599,1.0
13189.682119326393,18466.423658388576,7193.301534593063,17770.166716780735,0.0
16864.496074494764,14206.68363252032,5984.644753570159,17843.915184146903,1.0
15239.779177301023,13831.44987995537,5810.714944036031,15611.616938928588,1.0
12642.988336313292,20187.210036788034,7405.294721430953,16653.956922561505,0.0
13092.797519076685,19947.536219478832,8311.272615185551,17503.89057891765,0.0
13195.64613011418,19555.96474143099,8282.831719754186,17139.475311762886,0.0
16400.692704370158,15212.059598693126,5031.930002185712,16554.74661937356,1.0
13813.131874740546,20652.689191914284,8121.087290838974,18156.289910494146,0.0
12190.391410650489,20988.15303857994,7548.097458220091,18945.79611392782,0.0
15332.028988668786,15091.374520206029,3786.854074394708,17110.427140869666,1.0
13411.119700533372,19854.45402135685,6462.277757314247,17818.82320599578,0.0
15582.70896453799,15693.000255844921,4943.207298430481,18527.29933715564,1.0
16026.467529921507,13725.89916749893,3121.074336520196,16965.488169027678,1.0
14166.917329502028,16373.373017848387,5718.873898323123,17068.9620378447,1.0
14979.413764212566,13527.20734144075,2920.0961739765203,17021.506037748513,1.0
13042.110847560572,19179.805315544996,8128.2356805104555,18659.39548795173,0.0
16201.851383643247,15877.824629871835,6915.51307230605,16930.545122293755,1.0
12194.341805994305,21133.557184382596,8093.893036701853,17672.86625193581,0.0
15871.768942136587,15080.5252561741,4904.413553534691,16439.722211510547,1.0
15399.370960657634,16125.682470503754,5017.238946406165,15587.363593852067,1.0
13940.796756700158,19671.313547140046,7229.086731877426,19994.30068565762,0.0
14338.544162667848,18462.089986708746,8215.68214288857,18664.948331931053,0.0
12837.781164560274,19993.89477166744,7443.018180555479,18787.67009876691,0.0
13496.325527567784,20987.230400244855,7530.515693571023,17095.244998190905,0.0
13777.6408463456,14538.270101347416,5369.763882706935,17412.10880352958,1.0
13208.130376648156,13895.317984766827,5343.5840578637935,17437.42675257374,1.0
15833.797736838214,14131.537614104167,4725.976577348327,16933.374154919366,1.0
12271.850141031284,18193.140942058948,7690.121161139171,16647.179601828768,0.0
13695.733451705568,21108.2544475545,9770.594773494315,18464.89574562379,0.0
16356.443707286968,17947.921851568524,6154.863059820975,16689.174225318337,1.0
11850.393935885675,19165.846623828824,8431.899869685642,18343.07009213449,0.0
15776.923583292362,13417.206339846649,5035.772720034235,18239.66810334422,1.0
13019.998543221918,19185.968015711893,8104.009006579604,18130.334758236022,0.0
11078.136565092844,19666.49150541355,7855.517471129967,18059.10762482051,0.0
15664.272443253662,14468.071752288095,5464.306616719888,17614.15730713901,1.0
13663.456326395355,17971.448524237745,7151.263215353428,19365.96443345652,0.0
14297.1998499432,16110.507195878858,4094.467926977999,16709.812707713194,1.0
16327.384278958161,13111.800201179114,4732.512805241978,16439.652339717155,1.0
12895.279396444028,19310.204448634755,8396.565347177002,18577.276676325615,0.0
10805.587149493187,20194.138794639366,8412.960992665774,18438.43140762016,0.0
13344.707618855007,19315.014757219215,8258.821563279484,17111.803710990866,0.0
13825.229628595542,11186.682036237968,6592.817162120334,15026.521216165143,1.0
12143.343551888604,20092.570796289656,7184.113201561809,18768.863202510347,0.0
16029.618719099995,14593.49775140758,4971.755375118878,18005.884454719107,1.0
11755.952732360402,20248.060318979162,8367.508024688612,17373.994123679804,0.0
13319.858372721983,17153.48101250524,6009.156142390158,18088.65179233535,0.0
16509.29586207233,15071.084980554886,4038.3207905648874,16690.20691684766,1.0
16721.513135891662,16204.835091834382,5226.682368933928,18363.852853918015,1.0
11476.186227080203,19518.224685354777,8242.897865496367,18212.010974450008,0.0
13389.62668730812,20333.072746670732,10427.660024506396,18233.618268296792,0.0
14578.069815044097,13436.47207338652,2636.42865707436,17334.12868829876,1.0
14627.409732289561,17234.0589001109,7233.73081223806,17134.424472728708,1.0
12979.530432694524,21376.583811874603,8046.478963978149,17785.850643203845,0.0
15692.799085188084,15741.565200885034,5270.782940110961,16318.536618308972,1.0
16707.96334737132,16065.990658058798,4328.322698640255,16786.762909940524,1.0
14833.16577038571,14885.730131779614,4598.366541995769,18627.04520513602,1.0
15232.6710505067,16539.440596961005,2577.68638358643,16886.988042560464,1.0
14813.861531750938,16057.415413177023,5182.624529638067,16998.65278356779,1.0
13564.084280541954,16278.399605861954,3902.035979091229,16087.855634945698,1.0
15172.522131022484,12505.618240485224,4785.44410133066,17235.039209833976,1.0
11646.579760564364,18802.715255889918,8946.06496718472,17833.113661941665,0.0
15684.605573699751,15729.27037867108,5084.524080298024,15415.874545780183,1.0
13080.61291040647,20093.01083767401,7160.067675702056,18215.94734053711,0.0
